seq_num,word,word_type,english_example,kashmiri_word,kashmiri_example,urdu_translation,chinese_word,chinese_example,turkish_word,turkish_example
8,across,Prep,"The student drew a line across the sheet.
",????? ?????? ????? ??????? ??? ???,?????? ????? ???? ????? ????? ????? ??? ??????,???? ??? ?? ??? ?? ??? ??? ???? ???????,??,???????????,karsisinda,Ögrenci kâgidin üzerine bir çizgi çizdi.
1,act,N,"He shall certainly act in the play.
",???????? ???,??? ???? ????????? ???? ?????? ???????,?? ????? ??? ?? ????? ??? ??????? ??? ????,??,???????,davranmak,Kesinlikle oyunda rol alacak.
2,act,N,"The murder of the King takes place in the first act of the play.
",???????? ???????????,?????? ????? ??? ??? ?????? ??? ???????? ????? ???? ?????,?????? ?? ??? ????? ?? ???? ???? ??? ???? ???,??,???????????????,davranmak,Kralin öldürülmesi oyunun ilk perdesinde gerçeklesir.
3,act,N,"Parliament has passed an act which makes such sports illegal.
",?????,???????????? ??? ???? ????? ??? ??????? ???? ??????? ????? ???? ??? ?????? ???,???????? ?? ??? ???? ????? ??? ?? ?? ?? ??? ?? ?????? ?? ??? ?????? ??? ???? ???,??,?????????,????????????,davranmak,Parlamento bu tür sporlari yasa disi kilan bir yasayi kabul etti.
4,act,V,Many people talk but only a few act.,??? ??????,?????? ???? ??? ????? ????? ??? ???? ??? ?????? ?? ???? ?????,??? ?? ??? ????? ??? ???? ??? ??? ?? ??? ???? ????,??,??????,????????,davranmak,Birçok insan konusur ama sadece birkaçi harekete geçer.
5,act,V,"She can act on the stage very well.
",??????? ??????,?? ?????? ????? ????? ???? ??????? ??????,?? ????? ?? ??? ???? ??????? ?? ???? ???,??,?????????????,davranmak,Sahnede çok iyi rol yapabiliyor.
6,acting,Adj,"The manager was acting on behalf of the president.
",??? ?????? ???????? ?????,?????? ??? ??? ?????? ????? ??? ?????,???? ??? ?? ??? ?? ??? ?? ??? ????,??,?????????,oyunculuk,"Yönetici, baskan adina hareket ediyordu."
7,acting,N,"She is not good at acting.
",???????,????? ???? ??? ???? ??????? ????? ??????,?? ??????? ??? ???? ???? ???,??,???????,oyunculuk,Oyunculukta iyi degil.
8,action,N,"Her action offended everyone.
",?????,???? ?????? ?????? ???? ????? ???? ?????,?? ?? ???? ?? ?? ?? ????? ?? ??? ?,??,???????????,aksiyon,Onun bu hareketi herkesi rahatsiz etti.
9,action,V,"We can put the plan into action immediately.
",????? ???? ?????,???? ????? ????????? ???? ??? ????? ???? ??????,?? ?? ?????? ?? ???? ??? ?? ???? ??? ?? ???? ????,??,??????????????,aksiyon,Plani hemen uygulamaya koyabiliriz.
1,active,Adj,"He is taking an active interest in the politics.
",?????? ??????,??? ??? ???????? ???? ???? ?????? ????? ,?? ????? ??? ????? ?????? ?? ??? ???,???,?????????????,aktif,Siyasetle aktif olarak ilgileniyor.
1,activist,N,"He is a sincere activist in the party.
",??? ???,??? ???? ???? ????? ??? ????? ??????,?? ????? ??? ???? ????? ????,???,??????????????,aktivist,Kendisi partinin samimi bir aktivistidir.
1,activity,N,"The extra curricular activity has to be implemented soon.
",????????,??? ?????? ??? ???? ???? ????? ????? ???????,??? ????? ?????? ?? ??? ???? ???? ?????,??,???????????,aktivite,Ders disi etkinliklerin yakin zamanda hayata geçirilmesi gerekiyor.
1,actor,N,"Akber is a good actor.
",???????,???? ??? ??? ???? ??????,???? ??? ???? ?????? ???,??,?????????,aktör,Akber iyi bir oyuncu.
1,actual,Adj,"The actual cost of ring was much higher than we had expected.
",?????,????? ????? ?????? ???? ??? ????? ????? ?????? ?????,??????? ?? ??? ???? ????? ???? ?? ???? ????? ????,???,??????????????????,gerçek,Yüzügün gerçek maliyeti bekledigimizden çok daha yüksekti.
2,actually,Adv,"He is actually my relative.
",???????????,??? ??? ?????? ????? ?????? ???,?? ????? ???? ???? ??? ???,???,?????????,Aslinda,Kendisi aslinda benim akrabamdir.
1,add,V,"We can add some more sugar to the curd.
",???????? ???????,???? ????? ????? ????? ?????? ????? ????? ????????,?? ??? ??? ????? ??? ???? ???? ???? ????,??,???????????????,eklemek,Lora biraz daha seker ekleyebiliriz.
2,add,V,"I do not want to add onto my worries now.
",???????,??? ???? ??? ?????? ???? ????? ???????? ???????,??? ?? ???? ????????? ??? ????? ???? ???? ??????,??,????????????,eklemek,Simdi endiselerime yenilerini eklemek istemiyorum.
3,add,V,Add up all the numbers.,??? ???? ,???? ??? ????? ????,???? ????? ?? ??? ?????,??,????????,eklemek,Tüm sayilari toplayin.
4,addition,N,"They will be useful addition to our company.
",???????? ????,??? ??? ????? ?????? ????? ????? ???? ??????? ,?? ????? ????? ?? ??? ???? ????? ??? ???,??,????????????????,ek,Sirketimize faydali olacaklar.
5,addition,N,"This equipment is the latest addition to our office.
",??????,??? ????? ??? ????? ??????? ????? ?????? ??????,?? ????? ????? ???? ??? ???? ???? ????? ???,??,?????????????????,ek,Bu ekipman ofisimize eklenen en son ekipmandir.
6,addition,N,"The ventilation has been improved by the addition of windows.
",???????,?????? ???? ??????? ???? ???? ???? ???? ???? ?????? ????,??????? ?? ????? ?? ????????? ?? ???? ????? ??? ???,??,????????????,ek,Pencerelerin eklenmesiyle havalandirma iyilestirildi.
7,additional,Adj,"There was an additional paper at the end of the seminar.
",?????,???????? ??? ????????? ????? ??? ??? ?????  ??????,??????? ?? ?????? ?? ??? ????? ????? ????,???,???????????????,ek olarak,Seminerin sonunda ek bir bildiri daha vardi.
8,additional,N,"I need an additional information on this topic.
",????? ? ??????,???? ???? ???? ??????? ????? ????? ???????? ????? ???????,???? ?? ????? ?? ??? ????? ??????? ????? ???,???,??????????????,ek olarak,Bu konu hakkinda ek bilgiye ihtiyacim var.
1,address,N,"Please send the books on my home address.
",????? ????,??????? ?????? ?????? ??????? ??????? ??? ??? ????? ?????,???? ??? ?????? ???? ??? ?? ??? ?? ???????,??,????????????,adres,Lütfen kitaplari ev adresime gönderin.
2,address,N,"The presidential address was very inspiring.
",???????,???? ????? ?????? ??? ??????? ???? ???,?????? ???? ??? ????? ?? ????,??,????????????,adres,Baskanin konusmasi çok ilham vericiydi.
3,address,V,"The parcel has been addressed incorrectly.
",????? ???????? ???? ???????,??????? ??? ???? ??? ????? ????????,????? ??  ???  ???  ???  ???  ???,??,???????,adres,Parsel yanlis adrese gönderildi.
4,address,V,"The president is about to address the nation.
",??????? ?????,????? ??? ???? ?????? ???? ???,??? ??? ?? ???? ???? ???? ????,??,????????????,adres,Baskan millete seslenecek.
5,address,V,"Please address all suggestions to the chairman.
",???? ?????? ????? ?????,??????? ??????? ??????? ??????? ???? ????????? ???? ????,???? ??? ??????? ?? ???? ?????? ?? ???? ?????,??,???????????,adres,Lütfen tüm önerilerinizi baskana iletin.
6,address,V,"You must address everyone in the meeting confidently.
",????? ???????? ??????,????? ?????? ??????? ???? ?? ????? ???? ??????? ??? ?????? ?????,?? ?? ????? ??? ?? ?? ?????? ?? ???? ???? ???? ??????,??,?????????????????,adres,Toplantida herkese güvenle hitap etmelisiniz.
7,address,V,"We need to address ourselves to the main problems of the group.
",????? ?????? ?????? ??????,???? ???? ?????? ???? ??? ?????? ???? ????? ????? ,???? ???? ?? ?? ???? ?? ??? ????? ?? ????  ???? ?? ????? ???,??,??????????????,adres,Grubun temel sorunlarina yönelmemiz gerekiyor.
1,adequate,Adj,"Drink adequate water and food to be energetic.
",???????? ????? ??????,???? ????? ??????? ?????? ????? ?????? ????? ??? ????? ??????,??????? ???? ???? ?? ??? ????? ????? ??? ???? ??? ????? ???????,???,????????????????,yeterli,Enerjik olmak için yeterli su ve yiyecek için.
2,adequate,Adj,"The speech was not adequate to convince the gathering.
",?????? ???????? ????? ????,?????? ??? ??? ????? ????? ????? ????,????? ???? ?? ???? ???? ?? ??? ???? ???? ????,???,???????????,yeterli,Konusma toplantiyi ikna etmeye yetmedi.
3,adequately,Adv,"We are not adequately equipped to launch the new brand.
",????? ????? ?????? ?????,???? ??????? ???? ????? ????? ??? ??? ???? ????? ????? ????,?? ??? ????? ?? ???? ???? ?? ??? ????? ????? ?? ??? ???? ????,???,???????????????,yeterince,Yeni markayi piyasaya sürmek için yeterli donanima sahip degiliz.
1,adjective,N,"Notorious is the adjective which describes him best .
",??????????,????? ??? ??? ??? ??? ?? ??????? ????? ???? ??? ?????,????? ?? ??? ?? ?? ??? ?? ?? ???? ??? ?? ???? ???? ???,???,???????????????,sifat,Kötü söhretli onu en iyi tanimlayan sifattir.
1,adjoin,V,"The coffee shops adjoin the reception of the hotel.
",???????? ????? ???? ????,???? ??? ??? ???? ??? ??????????? ??? ????,???? ?? ?????? ???? ?? ????????? ?? ???? ????,?,????????????,bitisik,Kafeler otelin resepsiyonunun bitisigindedir.
1,adjust,V,"We have to adjust to the changing conditions of weather.
",??? ????? ?????,???? ??? ???? ??? ??????? ???? ?? ????? ?????,???? ???? ?? ????? ???? ????? ??  ??  ????  ???? ?????,??,????????????????,ayarlamak,Degisen hava kosullarina uyum saglamak zorundayiz.
2,adjust,V,"You need to adjust the rear view mirror to get a clear view.
",????? ????? ???????????? ?????,??? ????? ??????? ????? ?????? ????? ???? ??? ?????? ????? ????? ??????,???? ????? ???? ???? ?? ??? ?? ?? ???? ??? ????? ?? ???? ???? ?? ????? ???,??,?????????????????,ayarlamak,Net bir görüs elde etmek için dikiz aynasini ayarlamaniz gerekir.
3,adjust,V,"We can adjust the balance later on.
",????? ?????,???? ?????? ?????? ???? ??? ?????? ??????,?? ??? ??? ????? ?? ????? ?? ???? ????,??,???????????,ayarlamak,Dengeyi daha sonra ayarlayabiliriz.
4,adjustment,N,"The car tyres needed light adjustment to drive on the hilly area.
",??????,?????? ????? ???? ????? ????? ???? ???? ???????? ???? ??????? ?????? ????? ???????,????? ????? ??? ???? ????? ?? ??? ???? ?? ?????? ?? ????  ?????  ???? ?? ????? ???? ???,??,????????????????????,ayar,Engebeli arazide sürüs yapabilmek için araba lastiklerinin hafif ayarlanmasi gerekiyordu.
1,administer,V,"We need to administer the budget accordingly.
",???????? ????? ???????????? ?????,???? ??? ??? ????? ????? ???????????   ?????? ?????,???? ?? ?? ????? ??? ?? ?????? ???? ?? ????? ???,??,????????????,yönetmek,Bütçeyi buna göre yönetmemiz gerekiyor.
2,administer,V,"The Court of Law is responsible to administer justice.
",????? ???? ??????????? ?????,  ?????? ?????  ??? ?????? ????? ????? ???? ?????? ??? ???,????? ?? ?????? ????? ?? ??? ???? ???,??,?????????,yönetmek,Adalet Divani adaleti saglamakla görevlidir.
3,administer,V,"A special team was called to administer relief to the cyclone hit victims.
",????? ?????? ?????,??????? ???? ?????? ????? ?????? ?????? ????? ????? ???? ??? ??????? ???? ????????,????? ?? ?????? ????? ?? ?????  ?????  ???? ?? ??? ??? ????? ??? ????? ????,??,????????????????????????,yönetmek,Kasirga isabet eden kurbanlara yardim saglamak için özel bir ekip çagrildi.
1,administration,N,"He works efficiently in the school administration.
",???????????,??? ???? ?????? ??????????? ???? ??????? ??? ??? ?????,?? ???? ???????? ??? ???? ????? ??? ??? ???? ???,??,???????????????,yönetim,Okul yönetiminde verimli çalisir.
2,administrative,Adj,"A complex administrative problem came up suddenly.
",?????????,??? ?????? ???????? ??????? ???? ????,??? ?????? ??????? ????? ????? ????? ????,??,???????????????,idari,Aniden karmasik bir idari sorun ortaya çikti.
1,administrator,N,"He works as an administrator in the public works department.
",???????? ?????? ??? ???,??? ??? ????? ?????????? ?????? ???? ??????? ????? ??? ?????,?? ???? ???? ????????? ??? ???? ???????  ????? ??? ???? ???,????,??????????????,yönetici,Bayindirlik dairesinde yönetici olarak çalismaktadir.
1,admire,V,"I admire him for his wit.
",??? ????,??? ??? ??? ???????? ???? ????? ????? ??? ?????,??? ?? ?? ??? ?? ????? ???? ????,??,????????,begenmek,Zekasindan dolayi ona hayranim.
1,admission,N,"He got an admission to the Union club.
",?????? ??????,????? ????? ????? ????? ???? ??????,??? ????? ??? ??? ????? ?? ????,??,??????????????,kabul,Union kulübüne kabul edildi.
2,admission,N,"He made an admission that he lied.
",?????,???? ???? ?????? ?? ???? ??? ????? ???????,?? ?? ?????? ??? ?? ?? ?? ???? ?????,??,?????????,kabul,Yalan söyledigini itiraf etti.
1,admit,V,"I cannot admit this erronous judgement.
",?????,???? ?????? ??? ??? ??? ?????? ??????,??? ?? ??? ????? ?? ????? ???? ?? ?????,??,?????????????,itiraf etmek,Bu hatali karari kabul edemem.
2,admit,V,"We will admit only the membership holders into the conference hall.
",?????? ????,???????? ???? ???? ????? ???? ??????? ????? ?????? ???? ????? ?????,?? ??? ????? ???????? ?? ??  ??????? ??? ??? ???? ???? ???,??,????????????????,itiraf etmek,Konferans salonuna sadece üyelik sahiplerini kabul edecegiz.
3,admit,V,"The school admits only  50 students in a session.
",?????? ???? ?????? ?????,????? ??? ????? ?????? ???? ????? ?????? ?????? ????? ?????? ?????,???? ??? ???? ??? ??? 50 ????? ?? ???? ???? ???,??,???????? 50 ????,itiraf etmek,Okul bir oturumda yalnizca 50 ögrenci kabul etmektedir.
1,adolescence,N,"The adolescence is a difficult phase.
",?????,????? ??? ??? ?????? ????,????? ??? ???? ????? ???,???,????????????,ergenlik,Ergenlik zor bir dönemdir.
1,adopt,V,"My husband and me want to adopt a baby girl.
",??????? ?????,??? ??? ????? ??????? ??? ?????? ??????? ???? ?????,???? ???? ??? ??? ??? ??? ?? ??? ???? ????? ????,??,?????????????,evlat edinmek,Kocam ve ben bir kiz çocugu evlat edinmek istiyoruz.
2,adopt,V,"We need to adopt only suitable values.
",???????? ???????,???? ???? ????? ??????? ??? ????????,???? ??? ????? ????? ?? ?????? ?? ????? ???,??,??????????????,evlat edinmek,Sadece uygun degerleri benimsememiz gerekiyor.
3,adopt,V,"They will adopt his apology without any hassles.
",??????? ????? ??????,??? ???? ?????? ???? ???? ????? ???? ?????? ,?? ???? ??? ????? ?? ?? ?? ????? ???? ???,??,???????????????,evlat edinmek,Özrünü hiçbir sorun yasamadan kabul edecekler.
4,adopt,V,"We have to adopt nearly all the rules.
",??????? ???????????,???? ??? ?? ?? ???? ???? ?????? ?????,???? ?????? ???? ?????? ?? ?????? ?????,??,?????????????,evlat edinmek,Kurallarin neredeyse tamamini benimsemek zorundayiz.
1,adult,N,"There is  only one  adult in their family.
",???????,???????? ????? ????  ??? ????? ???????,?? ?? ?????? ??? ??? ??? ???? ???,??,????????????,yetiskin,Ailelerinde yalnizca bir yetiskin var.
2,adult,Adj,"Adult movies are mostly prohibited for minors.
",???????,??????? ???? ???? ?????? ?????????? ??????? ????,???? ????? ????? ?? ???????? ?? ??? ????? ????,??,???????????????,yetiskin,Yetiskinlere yönelik filmler çogunlukla küçükler için yasaktir.
1,advance,V,"The flood shall advance in no time.
",???????? ??? ???? ,?????? ???? ??????? ???? ???? ???????? ????,????? ??? ??? ??? ??? ???? ???,??,?????????,ilerlemek,Tufan çok geçmeden ilerleyecek.
2,advance,N,"They made incomparable advance in their business.
",????,????? ??? ?????? ???????? ???? ??? ????? ????,????? ?? ???? ??????? ??? ?? ???? ??? ???? ???,??,?????????????????,ilerlemek,Islerinde emsalsiz bir ilerleme kaydettiler.
3,advance,N,"Recent advances made in medicine are unimaginable.
",????,??? ???? ???? ????? ??? ???? ????? ???? ???? ?? ???? ???????? ???? ,?? ??? ????? ??? ??? ?????? ???? ???,??,?????????????????,ilerlemek,Tipta son yillarda kaydedilen ilerlemeler hayal bile edilemez.
4,advance,N,"The company paid an advance salary to its employees on New Year.
",?????,?????? ???? ??????? ??????? ????? ????? ????? ?????,????? ?? ??? ??? ?? ???? ??????? ?? ??????? ?????? ???,??,?????????????????,ilerlemek,"Sirket, yilbasinda çalisanlarina avans ödemesi yapti."
5,advance,N,"There was no advance in their economic state.
",??????,???????? ???? ?????? ???? ??? ??? ?????? ?????,?? ?? ????? ???? ??? ???? ??? ??? ???? ????,??,??????????????,ilerlemek,Ekonomik durumlarinda herhangi bir ilerleme olmadi.
6,advance,N,"She rejected his friendly advances.
",??? ????? ????? ???,???? ??? ???? ????? ???????? ??? ???? ????????? ,?? ?? ?? ?? ??????? ??? ??? ?? ????? ??????,??,???????????,ilerlemek,Onun dostane yaklasimlarini reddetti.
7,advance,Adv,"We bought tickets for the magic show in advance.
",?????????,???? ???? ??????? ?????? ????? ????????? ?????? ???????,?? ?? ?????? ?? ?? ??? ???? ?? ??? ???? ??? ????,??,??????????????,ilerlemek,Sihir gösterisi için önceden bilet aldik.
8,advance,N,"His ideas are quite advanced.
",?????? ???? ?,???? ?????? ?????? ??? ?????? ??????,?? ?? ?????? ???? ????? ????,??,???????????,ilerlemek,Fikirleri oldukça ileri düzeydedir.
9,advance,Adj,"The company did not give any advance notice of its closure.
",?????????,?????? ????? ??? ?????? ???? ?????? ???????? ?????,????? ?? ?? ?? ??? ???? ?? ???? ????? ????? ???? ?? -,??,??????????????,ilerlemek,Sirket kapatilacagina dair herhangi bir ön bildirimde bulunmadi.
10,advance,V,"The army was ordered to advance.
",???????? ?????,???? ??? ???????? ????? ????? ????? ????,??? ?? ??? ???? ?? ??? ??? ????,??,???????,ilerlemek,Orduya ilerleme emri verildi.
11,advance,V,"The new policies led to an advance in the cost of shares.
",?????? ????? ?????,???? ????? ????? ???? ????? ?????? ????? ????,??? ???????? ?? ??? ?? ??? ?? ???? ??? ????? ????,??,????????????,ilerlemek,Yeni politikalar hisselerin maliyetinde artisa yol açti.
12,advance,V,"The company has advanced a new policy.
",???? ????,?????? ???? ??? ??? ????? ???? ??????,????? ?? ??? ??? ?????? ???? ?? ???,??,???????????,ilerlemek,Sirket yeni bir politika gelistirdi.
13,advance,V,"The meeting advanced into late night due to the inconveniences in the city.
",????,???? ???? ???????? ????? ???? ??? ????????/ ????? ??? ????  ,??? ??? ????? ?? ??? ?? ????? ??? ??? ?? ???? ????,??,???????,????????,ilerlemek,Sehirde yasanan gerginlikler nedeniyle toplanti gece geç saatlere kadar sürdü.
14,advanced,Adj,"The advanced technology has resolved many complications.
",????? ??????,???? ?????? ?????????? ???? ????? ??????? ????????? ????? ???,???? ????????? ?? ??? ?? ????????? ?? ?? ??? ???,???,?????????????,gelismis,Ileri teknoloji birçok komplikasyonu çözdü.
15,advanced,Adj,"This version is meant for advanced learners.
",?????,??? ????? ??? ????? ?????? ?????? ?????? ?????,?? ????? ???? ???? ?? ?????? ????? ?? ??? ???,???,????????????,gelismis,Bu sürüm ileri seviyedeki ögrencilere yöneliktir.
16,advanced,Adj,"His advanced ideas proved profitable.
",????,???? ??????? ???? ???? ????? ????? ???? ?????,?? ?? ???? ?????? ????? ??? ???? ?????,???,????,?????????????,gelismis,Gelismis fikirlerinin karli oldugu kanitlandi.
